key,source,Translation,context
Mastery::Mastery.KillWhileBoosting.Bonus,Damage received while boosting,,"Core/Mastery/BP_MasteryDefinitions.json
Name: Default__BP_MasteryDefinitions_C
DescriptionBonus"
MissionTable::CM_01B_WRK_ScavengingJob_Name,Scavenger,,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_01B_WRK_ScavengingJob, Name"
MissionTable::CM_01B_WRK_ScavengingJob_Description,"It's been seven years since I fled the Circle, abandoning my Rites, except for that of the Senses. I've found peace in this remote system, working as a scavenger for Sav and the Enclave, but they must never learn of my past. Today, I'll search a colossal shipwreck for abandoned cargo. When I see it, I instantly recognize the work of disciplined Circle forces. And once more, memories from my past haunt me.",,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_01B_WRK_ScavengingJob, Description"
MissionTable::CM_01B_WRK_ScavengingJob_Objective,Salvage power cells in the Artok,,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_01B_WRK_ScavengingJob, Objective"
MissionTable::LI_01A_RSA_FirstTravelToEnclave_Name,Going home,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_01A_RSA_FirstTravelToEnclave, Name"
MissionTable::LI_01A_RSA_FirstTravelToEnclave_AttentionDescription,"As I near the Enclave with my hold full of salvaged power cores, I get a call for help. I'll check it out, but I also need to get my cargo safely delivered.",,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_01A_RSA_FirstTravelToEnclave, AttentionDescription"
MissionTable::LI_01A_RSA_FirstTravelToEnclave_Description,"With my salvage mission complete, I leave for the Enclave. It's a safe haven for anyone fleeing the Circle, managed by Sav and his wife, Ree. I'm a scavenger, but I also assist ships in need... and handle hostiles when I run into them.",,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_01A_RSA_FirstTravelToEnclave, Description"
MissionTable::LI_01A_RSA_FirstTravelToEnclave_Objective,Reach the Enclave,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_01A_RSA_FirstTravelToEnclave, Objective"
MissionTable::LI_01B_RSA_EnclaveAtPeace_Name,Back at the Enclave,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_01B_RSA_EnclaveAtPeace, Name"
MissionTable::LI_01B_RSA_EnclaveAtPeace_Description,"When I dock at the station, I'm welcomed warmly. The people here are my family. Maybe, the only one I've ever really had. Unfortunately, the Circle is on the rise, and they're getting closer. Every day, new arrivals tell stories of the atrocities they've escaped. Life is about making choices, and I may have to make some hard ones sooner than I'd like.",,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_01B_RSA_EnclaveAtPeace, Description"
MissionTable::LI_01B_RSA_EnclaveAtPeace_Objective,Enter hangar bay,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_01B_RSA_EnclaveAtPeace, Objective"
MissionTable::CM_02A_RSA_Freighter_Name,Missing ship,,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_02A_RSA_Freighter, Name"
MissionTable::CM_02A_RSA_Freighter_AttentionDescription,I'm told that Ree needs my help in recovering a ship. She'll fill me in on the details once I get there.,,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_02A_RSA_Freighter, AttentionDescription"
MissionTable::CM_02A_RSA_Freighter_Description,"Ree has asked me to find and recover a missing ship. Knowing Ree, I doubt this is a simple freighter. And when I spot the missing ship, I recognize it immediately from my training days. It's an old Spirit-class battleship. Ree, you are full of surprises.",,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_02A_RSA_Freighter, Description"
MissionTable::CM_02A_RSA_Freighter_Objective,Find Ree's missing ship,,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_02A_RSA_Freighter, Objective"
MissionTable::CM_02B_RSA_Salvage_Name,Sensitive cargo,,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_02B_RSA_Salvage, Name"
MissionTable::CM_02B_RSA_Salvage_AttentionDescription,Sav asks me to recover some special cargo and sends me the coordinates.,,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_02B_RSA_Salvage, AttentionDescription"
MissionTable::CM_02B_RSA_Salvage_Description,"Sav asks me to recover cargo from a wrecked transport near a pirate base. He's evasive, but I suspect I'll be searching for weapons. When pressed, Sav admits he learned some ships had fled the Artok assault and dumped their weapon shipments to try and distract the attackers. It didn't work. Thinking on the wreck, there could also be something inside that I can use. But right now, I should focus on finding the jettisoned cargo.",,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_02B_RSA_Salvage, Description"
MissionTable::CM_02B_RSA_Salvage_Objective,Salvage sensitive cargo,,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_02B_RSA_Salvage, Objective"
MissionTable::LI_02_RSA_EnclaveDistressCall_Name,Enclave distress call,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_02_RSA_EnclaveDistressCall, Name"
MissionTable::LI_02_RSA_EnclaveDistressCall_Description,"I get a sudden distress call. The Enclave is under siege. The Circle caught them off-guard, and Sav and his crew desperately need me. Thousands of lives are at stake, and my friends are in terrible danger. They have no idea what weapons the Circle can deploy. I must get there fast.",,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_02_RSA_EnclaveDistressCall, Description"
MissionTable::LI_02_RSA_EnclaveDistressCall_Objective,Return to the Enclave immediately,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_02_RSA_EnclaveDistressCall, Objective"
MissionTable::CM_02C_RSA_LiberateEnclave_Name,Liberate the Enclave,,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_02C_RSA_LiberateEnclave, Name"
MissionTable::CM_02C_RSA_LiberateEnclave_Description,"When I arrive, the Circle is brutally attacking. I try to respond to all the frantic calls for help from the civilian ships caught out in the open. I know the Circle's tactics well and reach out to warn Sav, but I'm too late. The Circle forces are sure to deploy Psychic Totems that will attach to the Enclave, twisting and enslaving the minds of the crew. There's no time left. I must defend and free the Enclave now.",,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_02C_RSA_LiberateEnclave, Description"
MissionTable::CM_02C_RSA_LiberateEnclave_Objective,Repel Circle onslaught,,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_02C_RSA_LiberateEnclave, Objective"
MissionTable::LI_03A_RSA_EnclaveLiberationDebrief_Name,Enclave battle aftermath,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_03A_RSA_EnclaveLiberationDebrief, Name"
MissionTable::LI_03A_RSA_EnclaveLiberationDebrief_Description,"The Enclave is free... for now. And the people are coping with the aftermath. Now Sav says they need me to lead their fight against the Circle. I don't know about that, but one thing is clear. My days of hiding from the Circle are over, but does that mean I should stand and fight? While the Enclave is recovering, I need to make my own preparations... and decisions.",,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_03A_RSA_EnclaveLiberationDebrief, Description"
MissionTable::LI_03A_RSA_EnclaveLiberationDebrief_Objective,Check on your Enclave friends,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_03A_RSA_EnclaveLiberationDebrief, Objective"
MissionTable::LI_03B_RSA_TravelToTemple_Name,Return to the Temple,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_03B_RSA_TravelToTemple, Name"
MissionTable::LI_03B_RSA_TravelToTemple_Description,I need to recover what I abandoned in the temple.,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_03B_RSA_TravelToTemple, Description"
MissionTable::LI_03B_RSA_TravelToTemple_Objective,Reawaken Rite at the temple,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_03B_RSA_TravelToTemple, Objective"
MissionTable::LI_03C_RSA_TravelToTheGrave_Name,An old friend,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_03C_RSA_TravelToTheGrave, Name"
MissionTable::LI_03C_RSA_TravelToTheGrave_Description,I need to re-connect with an old friend.,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_03C_RSA_TravelToTheGrave, Description"
MissionTable::LI_03C_RSA_TravelToTheGrave_Objective,Find your old friend in the asteroid lair,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_03C_RSA_TravelToTheGrave, Objective"
MissionTable::CM_03A_RSA_FirstTemple_Name,Dormant Rite,,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_03A_RSA_FirstTemple, Name"
MissionTable::CM_03A_RSA_FirstTemple_Description,"The temple is an ancient place of power with dark memories. Somewhere deep inside is a Spirit Passage to release my gifts and channel them as a Rite. I'm uncertain of my chances, but I will face this challenge. Eventually, I must recover all of my abandoned Rites to have a fighting chance against the Circle... and the Prophet.",,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_03A_RSA_FirstTemple, Description"
MissionTable::CM_03A_RSA_FirstTemple_Objective,Enter temple to reawaken your Rite,,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_03A_RSA_FirstTemple, Objective"
MissionTable::CM_03B_RSA_OldFriend_Name,An old friend,,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_03B_RSA_OldFriend, Name"
MissionTable::CM_03B_RSA_OldFriend_Description,"When I stripped myself of my Rites, I also abandoned my most loyal companion and hid him away in an ancient site. Now I must return and awaken him. How will he react after all these years? Will he join my fight against the Circle, a battle we may not survive, or destroy me where I stand? However he reacts, I must risk his decision. There is no choice. I need his help.",,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_03B_RSA_OldFriend, Description"
MissionTable::CM_03B_RSA_OldFriend_Objective,Enter asteroid lair to find your old friend,,"Core/Mission/Framework/MissionTable.json
MissionTable, CM_03B_RSA_OldFriend, Objective"
MissionTable::LI_04A_RSA_TravelToEnclave_Name,Return to the Enclave,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_04A_RSA_TravelToEnclave, Name"
MissionTable::LI_04A_RSA_TravelToEnclave_Description,"I have a disturbing vision of the future. I see a Rift - like the one I passed through seven years ago. Then I get a message from Sav and reach out. After our conversation, I feel at peace... for the moment. We head directly for the Enclave.",,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_04A_RSA_TravelToEnclave, Description"
MissionTable::LI_04A_RSA_TravelToEnclave_Objective,Check in on Sav,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_04A_RSA_TravelToEnclave, Objective"
MissionTable::LI_04B_RSA_EnclaveWarPreparation_Name,Preparing for war,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_04B_RSA_EnclaveWarPreparation, Name"
MissionTable::LI_04B_RSA_EnclaveWarPreparation_Description,"When I get to the Enclave, I pass gathering ships. Sav has been reaching out to all who can fight, hoping to raise a free militia against the Circle, which seems to give the civilians hope. When I visit with Sav, he fills me in on their activities. Meanwhile, Ree has gone to the Rim to assist refugee transports and is still out there.",,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_04B_RSA_EnclaveWarPreparation, Description"
MissionTable::LI_04B_RSA_EnclaveWarPreparation_Objective,Meet Sav at the Enclave,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_04B_RSA_EnclaveWarPreparation, Objective"
MissionTable::LI_04C_RSA_TravelToCobraCluster_Name,Finding Ree,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_04C_RSA_TravelToCobraCluster, Name"
MissionTable::LI_04C_RSA_TravelToCobraCluster_Description,"Before we leave the Enclave, Forsa installs a new weapons upgrade. But then I get a distress call from Ree. She and the unarmed refugee convoy are under fierce attack by Circle forces. Ree can't hold them off for very long, and I refuse to lose another friend. We take off at top speed to her location.",,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_04C_RSA_TravelToCobraCluster, Description"
MissionTable::LI_04C_RSA_TravelToCobraCluster_Objective,Enter jump gate to Stega Rim,,"Core/Mission/Framework/MissionTable.json
MissionTable, LI_04C_RSA_TravelToCobraCluster, Objective"
MissionTable::SM_01_RSA_DroidMining_AttentionName,Chaska Processing: Signal,,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_01_RSA_DroidMining, AttentionName"
MissionTable::SM_01_RSA_DroidMining_Name,Chaska revival,,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_01_RSA_DroidMining, Name"
MissionTable::SM_01_RSA_DroidMining_AttentionDescription,"I picked up an emergency signal from an abandoned ore processing plant. If re-activated, the Enclave could process ore into badly needed materials.",,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_01_RSA_DroidMining, AttentionDescription"
MissionTable::SM_01_RSA_DroidMining_Description,"The Resistance efforts require plenty of resources and equipment. The existing ships and havens also could use badly needed armament upgrades that require raw materials. There are many abandoned and inoperative mining and processing plants that, if resurrected, could fulfill these needs. However, the emergency signal from the Chaska processing plant is puzzling seeing as all personnel were evacuated long ago. Who could have remained behind?",,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_01_RSA_DroidMining, Description"
MissionTable::SM_01_RSA_DroidMining_AttentionObjective,Search area for signal,,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_01_RSA_DroidMining, AttentionObjective"
MissionTable::SM_01_RSA_DroidMining_Objective,Secure ore processing facility,,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_01_RSA_DroidMining, Objective"
MissionTable::SM_02A_RSA_HazardErrand_AttentionName,Enclave cargo: Request,,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_02A_RSA_HazardErrand, AttentionName"
MissionTable::SM_02A_RSA_HazardErrand_Name,Encrypted delivery,,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_02A_RSA_HazardErrand, Name"
MissionTable::SM_02A_RSA_HazardErrand_AttentionDescription,Kirrim has a special secured delivery that needs immediate transport.,,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_02A_RSA_HazardErrand, AttentionDescription"
MissionTable::SM_02A_RSA_HazardErrand_Description,"Kirrim is Ree's second in command and we often work together. Now she wants me to deliver crypto keys to a Kenaris Outpost. Given the cargo's importance and all the risks in transiting the system right now, this mission requires total discretion. I would rather be taking out Circle ships, but these missions are key to the Enclave's war preparations.",,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_02A_RSA_HazardErrand, Description"
MissionTable::SM_02A_RSA_HazardErrand_AttentionObjective,Approach Enclave security,,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_02A_RSA_HazardErrand, AttentionObjective"
MissionTable::SM_02A_RSA_HazardErrand_Objective,Deliver shipment to Kenaris Outpost,,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_02A_RSA_HazardErrand, Objective"
MissionTable::SM_02B_RSA_HazardStore_AttentionName,Kenaris Outpost: Request,,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_02B_RSA_HazardStore, AttentionName"
MissionTable::SM_02B_RSA_HazardStore_Name,The thief,,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_02B_RSA_HazardStore, Name"
MissionTable::SM_02B_RSA_HazardStore_AttentionDescription,Kirrim's contact at Kenaris outpost asks for help.,,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_02B_RSA_HazardStore, AttentionDescription"
MissionTable::SM_02B_RSA_HazardStore_Description,"People do whatever they can to survive the Circle and its brutality. Some even steal items they hope to sell or trade on the black market or even to the Circle. High-grade plutonium has been stolen from the outpost. But Jora, who is Kirrim's contact at Kenaris, can't leave his post to try and recover it. The missing plutonium could be weaponized for use against the Enclave, so he needs to track it down.",,"Core/Mission/Framework/MissionTable.json
MissionTable, SM_02B_RSA_HazardStore, Description"
